[23.01.2025 4:45:25] Протоколирование начато.
[23.01.2025 4:45:25] Создание новой базы данных
[23.01.2025 4:45:26] Загрузка данных из файла Excel.
[23.01.2025 4:45:26] Загружено животных: id 1, species Попугай, breed Ара
[23.01.2025 4:45:26] Добавлены покупатели: id 43, name Scott Gutierrez, age 32, address Чита
[23.01.2025 4:45:26] Добавлены покупатели: id 44, name Amy Higgins, age 31, address Бийск
[23.01.2025 4:45:26] Добавлены покупатели: id 45, name Lori Howard DDS, age 35, address Уфа
[23.01.2025 4:45:26] Добавлены покупатели: id 46, name Benjamin Wilkins, age 68, address Новороссийск
[23.01.2025 4:45:26] Добавлены покупатели: id 47, name John Mason, age 68, address Смоленск
[23.01.2025 4:45:26] Добавлены покупатели: id 48, name Todd Parker, age 44, address Каменск-Уральский
[23.01.2025 4:45:26] Добавлены покупатели: id 49, name Robert Patterson, age 19, address Тверь
[23.01.2025 4:45:26] Добавлены покупатели: id 50, name Matthew Castillo, age 63, address Москва
[23.01.2025 4:45:26] Добавлены покупатели: id 51, name Jacob Wilson, age 49, address Набережные Челны
[23.01.2025 4:45:26] Добавлены покупатели: id 52, name Amy Gonzales, age 22, address Петропавловск-Камчатский
[23.01.2025 4:45:26] Добавлены покупатели: id 53, name Deborah Garcia, age 70, address Красноярск
[23.01.2025 4:45:26] Добавлены покупатели: id 54, name Kelly Martin, age 32, address Хабаровск
[23.01.2025 4:45:26] Добавлены покупатели: id 55, name Joanna Washington MD, age 35, address Курган
[23.01.2025 4:45:26] Добавлены покупатели: id 56, name Dean Wilson, age 51, address Миасс
[23.01.2025 4:45:26] Добавлены покупатели: id 57, name Tanner Pugh, age 32, address Владимир
[23.01.2025 4:45:26] Добавлены покупатели: id 58, name Amy Marks, age 27, address Уссурийск
[23.01.2025 4:45:26] Добавлены покупатели: id 59, name Ryan Salas, age 36, address Нижний Тагил
[23.01.2025 4:45:26] Добавлены покупатели: id 60, name Shannon Gilbert, age 54, address Новороссийск
[23.01.2025 4:45:26] Добавлены покупатели: id 61, name Megan Reyes, age 61, address Брянск
[23.01.2025 4:45:26] Добавлены покупатели: id 62, name Franklin Jones, age 20, address Дербент
[23.01.2025 4:45:26] Добавлены покупатели: id 63, name Timothy Peterson, age 56, address Псков
[23.01.2025 4:45:26] Добавлены покупатели: id 64, name Briana Coleman, age 61, address Санкт-Петербург
[23.01.2025 4:45:26] Добавлены покупатели: id 65, name Brandon Romero, age 45, address Астрахань
[23.01.2025 4:45:26] Добавлены покупатели: id 66, name Harold Carter, age 25, address Череповец
[23.01.2025 4:45:26] Добавлены покупатели: id 67, name Kimberly Johnson, age 68, address Прокопьевск
[23.01.2025 4:45:26] Добавлены покупатели: id 68, name Kimberly Oconnell, age 42, address Тюмень
[23.01.2025 4:45:26] Добавлены покупатели: id 69, name Karen Clark, age 54, address Обнинск
[23.01.2025 4:45:26] Добавлены покупатели: id 70, name Bradley Martinez, age 69, address Калининград
[23.01.2025 4:45:26] Добавлены покупатели: id 71, name Sarah Mccullough, age 59, address Дербент
[23.01.2025 4:45:26] Добавлены покупатели: id 72, name Barbara Lynch, age 26, address Смоленск
[23.01.2025 4:45:26] Добавлены покупатели: id 73, name Ricardo Day, age 39, address Абакан
[23.01.2025 4:45:26] Добавлены покупатели: id 74, name Jeffrey Huang, age 46, address Волгоград
[23.01.2025 4:45:26] Добавлены покупатели: id 75, name Matthew Gomez, age 60, address Волжский
[23.01.2025 4:45:26] Добавлены покупатели: id 76, name Mackenzie Garcia, age 18, address Северодвинск
[23.01.2025 4:45:26] Добавлены покупатели: id 77, name Brittany Monroe, age 54, address Волгодонск
[23.01.2025 4:45:26] Добавлены покупатели: id 78, name Jessica Lynch, age 58, address Тамбов
[23.01.2025 4:45:26] Добавлены покупатели: id 79, name Joseph Bartlett, age 65, address Череповец
[23.01.2025 4:45:26] Добавлены покупатели: id 80, name Joel Gibbs, age 40, address Мурманск
[23.01.2025 4:45:26] Добавлены покупатели: id 81, name Javier Diaz, age 66, address Санкт-Петербург
[23.01.2025 4:45:26] Добавлены покупатели: id 82, name Tonya Clark, age 63, address Казань
[23.01.2025 4:45:26] Добавлены покупатели: id 83, name Mark Miller, age 41, address Томск
[23.01.2025 4:45:26] Добавлены покупатели: id 84, name David Williams, age 55, address Шахты
[23.01.2025 4:45:26] Добавлены покупатели: id 85, name James Chang, age 23, address Махачкала
[23.01.2025 4:45:26] Добавлены покупатели: id 86, name Jamie Peters, age 25, address Шахты
[23.01.2025 4:45:26] Добавлены покупатели: id 87, name Brandy Estrada, age 47, address Барнаул
[23.01.2025 4:45:26] Добавлены покупатели: id 88, name Derrick Robinson, age 54, address Москва
[23.01.2025 4:45:26] Добавлены покупатели: id 89, name Jessica Larsen, age 47, address Дербент
[23.01.2025 4:45:26] Добавлены покупатели: id 90, name Michael Hill, age 50, address Невинномысск
[23.01.2025 4:45:26] Добавлены покупатели: id 91, name Michael Cook, age 23, address Чебоксары
[23.01.2025 4:45:26] Добавлены покупатели: id 92, name Brittany Kelley, age 38, address Липецк
[23.01.2025 4:45:26] Добавлены покупатели: id 93, name Keith Hill, age 63, address Сочи
[23.01.2025 4:45:26] Добавлены покупатели: id 94, name Eric Charles, age 70, address Абакан
[23.01.2025 4:45:26] Добавлены покупатели: id 95, name Haley Osborne, age 65, address Воронеж
[23.01.2025 4:45:26] Добавлены покупатели: id 96, name James Molina, age 51, address Иваново
[23.01.2025 4:45:26] Добавлены покупатели: id 97, name Marisa Allen, age 37, address Калуга
